FULLPOLICY_NB,CustomerID,Year,POLICYEFFECTIVE_DT,ACCOUNTING_MONTH,INSUREDITEM_TP,POLICYRATEDSTATE_TP,RATEDCOUNTY_TP,ZIP,HAZARD_SCORE,INTEGRATEDCOVERAGE_TP,PROPERTYCOVERAGESUBTYPE_TP,CONSTRUCTION_TP,ROOF_TP,DWELLINGSQUAREFEET_CT,DWELLINGSTORY_CT,HOME_AGE_YR,HAS_MORTGAGE,RATEDINSUREDAGE_CT,MERITPOINT_CT,CREDITMODEL_CD,AGENT_CHANNEL,DIRECTWRITTENPREMIUM_AM,EARNEDPREMIUM_AM,TAX_AM,COMMISSION_EXPENSE_AM,ADMIN_EXPENSE_AM,PPCVRGLIMIT_AM,GROSSLOSSPAIO_AM,CLAIMCOUNT_CT,EARNEDEXPOSURE_CT,WRITENEXPOSURE_CT,POLICYTERM_CT,SEASONAL_IN,MULTIPRODUCTDISCOUNT_FLAG,DelequencyFlag,DiscountRate,New_Existing_Recurring_Flag,NETLOSS_PAID_AM,POLICY_RENEWED_FLAG,CustomerTenure,IncomeBracket,CoverageAmount,Deductible,CustomerSatisfaction,ComplaintCount,PaymentMethod,PaymentDelayDays,MarketingChannel,AgentExperienceYears,PropertyValue,HouseholdIncome,CreditScore
502362,CUST002362,2021,2021-07-06,2021-07-31,Rental,NY,C,12207,44.83,Y,Basic,Frame,Shingle,2128,1,11,0,44,0,A,Online,2888.14,2859.96,202.17,57.76,201.97,793635,0.0,0,1.001,1.0,12,1,1,0,0.1095,New,0.0,1,1,High,793635,500,3,0,Bank Transfer,4,Agent Referral,4,969497,206371,779
502363,CUST002363,2021,2021-08-26,2022-04-30,Rental,NY,B,11201,29.01,Y,Standard,Mixed,Shingle,1513,2,14,1,30,0,B,Independent,2270.19,2046.61,158.91,272.42,174.16,624343,61385.16,1,0.897,1.0,12,1,0,0,0.0764,New,56785.16,1,1,Middle,624343,5000,3,1,Debit Card,1,Email Campaign,9,672752,78240,716
502364,CUST002364,2021,2021-10-19,2021-10-31,Home,NY,A,14604,40.24,N,Basic,Frame,Tile,2733,2,32,1,27,0,C,Online,3698.15,3303.28,258.87,73.96,238.42,925601,0.0,0,0.887,1.0,12,0,1,1,0.1025,New,0.0,1,1,Middle,925601,500,3,0,Bank Transfer,6,Email Campaign,5,1331085,82026,635
502365,CUST002365,2021,2021-07-23,2021-11-30,Home,CA,C,95814,52.06,N,Standard,Frame,Shingle,2240,2,5,1,58,1,D,Online,4620.36,4484.27,323.43,92.41,279.92,727757,0.0,0,0.961,1.0,12,1,0,0,0.1145,New,0.0,1,1,Low,727757,2000,4,0,Debit Card,1,Partner Referral,5,853069,31169,595
502366,CUST002366,2021,2021-03-01,2021-07-31,Home,CA,A,92101,54.38,Y,Premium,Mixed,Shingle,1744,2,45,1,39,0,D,Independent,4680.05,5129.77,327.6,561.61,282.6,660794,43872.26,2,1.05,1.0,12,0,1,1,0.0904,New,42032.26,0,1,Middle,660794,1000,3,1,Credit Card,4,Email Campaign,10,607210,53468,617
502367,CUST002367,2021,2021-03-16,2022-01-31,Home,CA,B,95814,50.97,N,Standard,Frame,Tile,2604,2,50,1,39,0,A,Direct,3929.64,3870.13,275.07,117.89,248.83,908219,0.0,0,0.997,1.0,12,0,1,0,0.115,New,0.0,1,1,Upper Middle,908219,1000,4,0,Auto Debit,2,Online Search,12,1093292,102479,776
502368,CUST002368,2021,2021-10-20,2021-12-31,Home,TX,A,77001,32.65,N,Standard,Mixed,Metal,1965,1,17,1,54,1,C,Independent,927.3,896.21,64.91,111.28,113.73,237103,0.0,0,0.963,1.0,12,0,0,0,0.0671,New,0.0,0,1,Middle,237103,1000,4,2,Bank Transfer,1,Agent Referral,12,285194,58286,634
502369,CUST002369,2021,2021-08-07,2021-09-30,Condo,FL,A,32801,47.53,Y,Standard,Mixed,Tile,1118,2,15,1,42,0,C,Online,1592.06,1522.31,135.32,31.84,143.64,260772,0.0,0,0.955,1.0,12,1,1,0,0.128,New,0.0,1,1,Low,260772,1000,4,0,Credit Card,2,Agent Referral,3,252495,31995,646
502370,CUST002370,2021,2021-04-14,2021-04-30,Home,TX,B,73301,35.43,N,Standard,Mixed,Tile,1857,3,50,1,57,0,D,Direct,1396.27,1386.11,97.74,41.89,134.83,250542,0.0,0,0.983,1.0,12,0,0,0,0.0854,New,0.0,1,1,Upper Middle,250542,1000,5,0,Bank Transfer,3,Agent Referral,4,297097,97142,582
502371,CUST002371,2021,2021-07-17,2022-05-31,Condo,CA,A,94105,42.92,Y,Basic,Masonry,Tile,1390,1,32,0,54,1,C,Online,2054.51,1980.54,143.82,41.09,164.45,372317,0.0,0,0.957,1.0,12,1,0,0,0.0821,New,0.0,1,1,Middle,372317,500,4,0,Auto Debit,0,Online Search,8,472723,87655,661
502372,CUST002372,2021,2021-10-19,2022-06-30,Condo,NY,A,14604,34.06,N,Basic,Mixed,Metal,655,1,20,1,45,0,B,Online,621.57,523.69,43.51,12.43,99.97,204019,0.0,0,0.847,1.0,12,0,0,0,0.1194,New,0.0,1,1,Upper Middle,204019,5000,5,0,Credit Card,2,Online Search,9,291751,103600,697
502373,CUST002373,2021,2021-10-06,2021-10-31,Home,NY,C,14604,35.12,N,Standard,Mixed,Tile,2124,1,43,1,61,0,C,Online,3479.88,3146.82,243.59,69.6,228.59,893139,0.0,0,0.904,1.0,12,0,0,1,0.1108,New,0.0,0,1,Upper Middle,893139,5000,4,1,Credit Card,7,Partner Referral,3,1107196,106970,642
502374,CUST002374,2021,2021-09-25,2021-09-30,Home,TX,B,73301,44.08,N,Basic,Frame,Tile,2821,1,16,1,44,1,C,Direct,1328.97,1313.37,93.03,39.87,131.8,337239,0.0,0,1.023,1.0,12,1,1,0,0.1544,New,0.0,0,1,Middle,337239,2000,3,1,Auto Debit,1,Agent Referral,9,469112,54042,631
502375,CUST002375,2021,2021-08-19,2021-08-31,Rental,CA,C,95814,69.54,N,Basic,Frame,Shingle,1773,2,45,1,39,1,C,Online,3257.04,3349.6,227.99,65.14,218.57,488031,40488.55,2,0.506,0.5,6,1,1,0,0.1249,New,38648.55,0,1,Middle,488031,1000,3,0,Debit Card,2,Partner Referral,4,702182,55033,625
502376,CUST002376,2021,2021-08-25,2022-06-30,Condo,FL,B,33601,48.36,Y,Premium,Mixed,Tile,2007,1,19,0,39,0,A,Online,2411.27,2439.03,204.96,48.23,180.51,451123,0.0,0,0.991,1.0,12,1,1,0,0.1216,New,0.0,1,1,Upper Middle,451123,500,4,0,Debit Card,2,Online Search,8,429341,109442,773
502377,CUST002377,2021,2021-08-03,2021-10-31,Home,CA,C,94105,61.59,Y,Premium,Mixed,Tile,1928,1,34,0,52,0,C,Independent,4860.94,4650.43,340.27,583.31,290.74,818376,0.0,0,0.937,1.0,12,1,0,0,0.0488,New,0.0,1,1,Middle,818376,500,4,1,Credit Card,2,Partner Referral,11,749454,66205,670
502378,CUST002378,2021,2021-03-26,2021-03-31,Rental,TX,C,73301,43.42,N,Basic,Masonry,Shingle,1535,2,31,1,43,1,B,Independent,807.52,772.18,56.53,96.9,108.34,158203,0.0,0,0.958,1.0,12,0,0,0,0.0593,New,0.0,1,1,Middle,158203,1000,4,0,Auto Debit,1,Social Media,6,216767,74565,686
502379,CUST002379,2021,2021-12-11,2021-12-31,Rental,WA,A,98101,32.03,N,Standard,Masonry,Shingle,1714,1,41,0,54,0,B,Online,1634.93,1310.7,114.44,32.7,145.57,461297,0.0,0,0.802,1.0,12,0,1,0,0.1285,New,0.0,1,1,Middle,461297,1000,4,0,Debit Card,2,Online Search,3,532325,84263,684
502380,CUST002380,2021,2021-10-26,2022-05-31,Rental,FL,D,33301,52.27,Y,Premium,Masonry,Tile,1572,2,37,1,46,0,C,Online,3399.71,3045.72,288.98,67.99,224.99,422818,0.0,0,0.909,1.0,12,0,0,0,0.0931,New,0.0,0,1,Low,422818,5000,4,0,Auto Debit,1,Online Search,1,373494,27813,641
502381,CUST002381,2021,2021-09-21,2021-12-31,Rental,NY,B,12207,11.64,Y,Standard,Masonry,Tile,1668,1,8,0,50,0,C,Online,2391.14,2335.87,167.38,47.82,179.6,679769,0.0,0,0.972,1.0,12,1,1,1,0.1019,New,0.0,1,1,Upper Middle,679769,500,5,1,Auto Debit,3,Online Search,10,708790,94516,660
502382,CUST002382,2021,2021-05-18,2021-12-31,Home,CA,D,95814,50.16,N,Standard,Mixed,Shingle,1879,2,26,0,54,0,C,Broker,4211.39,3835.72,294.8,631.71,261.51,750341,0.0,0,0.9,1.0,12,0,0,1,0.0432,New,0.0,1,1,Upper Middle,750341,1000,4,0,Bank Transfer,7,Online Search,4,868203,108409,653
502383,CUST002383,2021,2021-04-04,2021-08-31,Rental,NY,C,12207,39.38,Y,Premium,Mixed,Shingle,1775,1,33,0,69,1,A,Direct,3277.55,3016.08,229.43,98.33,219.49,951023,0.0,0,0.965,1.0,12,0,1,0,0.1343,New,0.0,1,1,Upper Middle,951023,5000,4,0,Credit Card,0,Partner Referral,1,870788,137747,786
502384,CUST002384,2021,2021-08-09,2021-11-30,Rental,CA,C,95814,38.26,N,Standard,Masonry,Tile,1714,1,8,0,72,0,C,Independent,2895.14,2817.72,202.66,347.42,202.28,592481,0.0,0,0.963,1.0,12,1,0,0,0.0996,New,0.0,1,1,Upper Middle,592481,5000,4,0,Credit Card,2,Agent Referral,8,735371,132819,665
502385,CUST002385,2021,2021-04-26,2021-09-30,Home,TX,B,73301,24.19,Y,Standard,Masonry,Shingle,2198,3,10,1,55,0,B,Independent,1179.8,1167.83,82.59,141.58,125.09,320445,0.0,0,1.009,1.0,12,0,0,0,0.0418,New,0.0,1,1,Middle,320445,500,4,0,Auto Debit,1,Partner Referral,10,344647,57035,683
502386,CUST002386,2021,2021-12-04,2022-02-28,Rental,CA,C,90001,55.97,N,Basic,Frame,Metal,1883,2,29,1,36,0,C,Broker,2570.03,2518.71,179.9,385.5,187.65,517951,37235.5,2,0.957,1.0,12,0,1,0,0.1217,New,33555.5,0,1,Middle,517951,2000,3,2,Credit Card,0,Agent Referral,18,756996,64975,653
502387,CUST002387,2021,2021-07-12,2021-07-31,Home,FL,D,33101,43.75,N,Premium,Frame,Tile,1587,2,12,0,48,0,A,Independent,1667.71,1669.02,141.75,200.12,147.05,344554,0.0,0,0.999,1.0,12,1,1,0,0.1084,New,0.0,1,1,Low,344554,500,5,0,Bank Transfer,3,Social Media,8,367055,40470,739
502388,CUST002388,2021,2021-02-13,2021-10-31,Home,WA,C,98501,17.34,Y,Standard,Frame,Metal,2573,2,22,0,69,0,B,Online,2218.78,2003.23,155.31,44.38,171.85,843064,0.0,0,0.885,1.0,12,0,0,0,0.1073,New,0.0,1,1,High,843064,5000,5,0,Credit Card,0,Social Media,9,889760,151650,714
502389,CUST002389,2021,2021-08-18,2022-02-28,Rental,TX,C,77001,26.68,Y,Basic,Masonry,Metal,1452,1,25,1,44,0,D,Direct,891.78,806.26,62.42,26.75,112.13,178600,0.0,0,0.921,1.0,12,1,0,1,0.0729,New,0.0,0,1,Upper Middle,178600,1000,4,0,Auto Debit,4,Social Media,3,215542,103981,572
502390,CUST002390,2021,2021-08-16,2021-12-31,Home,NY,D,12207,30.66,N,Standard,Mixed,Tile,1769,2,40,0,50,0,C,Independent,3352.33,3429.93,234.66,402.28,222.85,796558,0.0,0,1.026,1.0,12,1,0,0,0.0459,New,0.0,1,1,Middle,796558,1000,4,0,Credit Card,2,Agent Referral,7,939169,85601,650
502391,CUST002391,2021,2021-03-11,2021-11-30,Condo,FL,A,32801,70.56,Y,Standard,Frame,Shingle,1591,1,12,0,51,0,A,Direct,2413.36,2223.64,205.14,72.4,180.6,353237,0.0,0,0.957,1.0,12,0,0,0,0.0639,New,0.0,1,1,Middle,353237,500,4,0,Debit Card,1,Social Media,5,378682,71978,743
502392,CUST002392,2021,2021-05-09,2022-03-31,Home,CA,A,92101,58.27,N,Premium,Masonry,Shingle,1003,2,53,1,51,2,D,Direct,2888.53,2814.06,202.2,86.66,201.98,406726,0.0,0,0.946,1.0,12,0,1,0,0.1029,New,0.0,1,1,Middle,406726,500,5,0,Credit Card,1,Partner Referral,2,430226,53897,601
502393,CUST002393,2021,2021-11-21,2022-09-30,Home,FL,B,33601,43.1,Y,Standard,Mixed,Metal,2596,2,43,0,52,0,A,Broker,2786.45,2512.53,236.85,417.97,197.39,557060,0.0,0,0.893,1.0,12,0,1,0,0.0967,New,0.0,1,1,Upper Middle,557060,500,5,0,Debit Card,3,Social Media,8,568195,99306,805
502394,CUST002394,2021,2021-09-26,2022-05-31,Condo,WA,C,98501,22.4,N,Standard,Frame,Tile,1645,1,29,1,49,0,A,Direct,937.32,902.07,65.61,28.12,114.18,410874,0.0,0,0.954,1.0,12,1,1,0,0.1204,New,0.0,0,1,Upper Middle,410874,1000,4,0,Bank Transfer,1,Agent Referral,5,479116,107158,731
502395,CUST002395,2021,2021-06-13,2022-02-28,Rental,WA,C,98004,45.46,N,Standard,Mixed,Shingle,2217,3,58,0,36,0,A,Independent,2277.52,2294.68,159.43,273.3,174.49,598413,0.0,0,1.036,1.0,12,1,0,0,0.0423,New,0.0,1,1,Upper Middle,598413,1500,5,0,Credit Card,1,Online Search,2,690761,95933,732
502396,CUST002396,2021,2021-03-11,2021-12-31,Home,NY,D,12207,18.78,N,Basic,Frame,Shingle,1907,2,15,1,41,0,B,Online,2432.59,2497.12,170.28,48.65,181.47,751735,0.0,0,1.013,1.0,12,0,0,0,0.1044,New,0.0,1,1,Middle,751735,2000,3,0,Debit Card,4,Agent Referral,7,1051064,62043,728
502397,CUST002397,2021,2021-07-08,2021-08-31,Home,TX,D,77001,24.53,Y,Basic,Frame,Metal,1986,1,4,1,32,1,D,Online,1152.98,1074.22,80.71,23.06,123.88,254656,0.0,0,0.935,1.0,12,1,1,0,0.1311,New,0.0,1,1,Low,254656,2000,4,1,Debit Card,5,Partner Referral,4,315532,39266,602
502398,CUST002398,2021,2021-09-07,2021-11-30,Rental,NY,A,14604,54.06,Y,Standard,Frame,Shingle,1778,1,36,1,33,0,D,Broker,4364.19,4036.03,305.49,654.63,268.39,790410,0.0,0,0.941,1.0,12,1,1,1,0.1257,New,0.0,1,1,Low,790410,5000,3,0,Credit Card,10,Online Search,6,819364,26487,609
502399,CUST002399,2021,2021-06-02,2021-06-30,Home,FL,A,33301,49.7,N,Premium,Masonry,Metal,1838,1,9,1,55,0,C,Online,2860.77,2780.77,243.17,57.22,200.73,438909,0.0,0,0.986,1.0,12,1,0,0,0.0887,New,0.0,1,1,Upper Middle,438909,500,5,1,Bank Transfer,2,Social Media,6,454777,90507,623
502400,CUST002400,2021,2021-02-14,2021-05-31,Condo,FL,D,32801,48.1,Y,Basic,Frame,Metal,1587,2,2,1,47,1,D,Independent,2313.38,2397.63,196.64,277.61,176.1,290927,0.0,0,1.023,1.0,12,0,0,1,0.0612,New,0.0,0,1,Middle,290927,1000,4,0,Credit Card,10,Agent Referral,9,366065,59685,583
502401,CUST002401,2021,2021-03-11,2021-08-31,Condo,WA,B,99201,24.19,Y,Basic,Frame,Shingle,1095,1,35,1,47,0,C,Independent,917.71,874.14,64.24,110.13,113.3,235622,0.0,0,0.978,1.0,12,0,0,0,0.0439,New,0.0,1,1,Middle,235622,1000,4,0,Credit Card,1,Online Search,7,295956,51381,630
502402,CUST002402,2021,2021-04-03,2021-11-30,Home,TX,C,79901,45.98,Y,Premium,Frame,Shingle,1723,2,30,1,23,0,B,Independent,1187.73,1160.55,83.14,142.53,125.45,264350,0.0,0,0.982,1.0,12,0,0,0,0.0418,New,0.0,1,1,Middle,264350,1000,4,0,Credit Card,2,Agent Referral,2,226318,50570,717
502403,CUST002403,2021,2021-03-20,2022-01-31,Home,FL,C,33101,62.04,Y,Basic,Frame,Metal,2196,2,32,1,23,0,C,Direct,3408.94,3421.63,289.76,102.27,225.4,410273,0.0,0,0.987,1.0,12,0,0,0,0.0729,New,0.0,1,1,Low,410273,1000,3,0,Debit Card,4,Aggregator,5,505134,44127,677
502404,CUST002404,2021,2021-08-10,2022-03-31,Condo,TX,D,78701,36.09,Y,Basic,Frame,Shingle,1014,1,20,1,41,3,D,Independent,627.16,598.63,43.9,75.26,100.22,111808,0.0,0,0.976,1.0,12,1,1,0,0.0998,New,0.0,0,1,Middle,111808,1000,4,0,Credit Card,3,Agent Referral,7,137355,51758,580
502405,CUST002405,2021,2021-11-15,2022-09-30,Condo,FL,A,32801,63.4,Y,Standard,Frame,Shingle,971,1,6,1,44,0,D,Direct,2539.34,2534.32,215.84,76.18,186.27,264593,0.0,0,0.997,1.0,12,0,0,1,0.0769,New,0.0,0,1,Low,264593,500,3,0,Bank Transfer,10,Partner Referral,11,260508,30174,607
502406,CUST002406,2021,2021-09-11,2022-04-30,Home,TX,C,79901,40.07,Y,Basic,Mixed,Metal,1554,2,33,1,45,0,C,Online,910.04,867.54,63.7,18.2,112.95,210963,0.0,0,0.965,1.0,12,1,0,0,0.0884,New,0.0,1,1,Middle,210963,500,4,1,Auto Debit,1,Agent Referral,8,262898,54128,674
502407,CUST002407,2021,2021-11-24,2022-09-30,Home,WA,D,98501,22.88,Y,Basic,Mixed,Shingle,1928,1,8,0,48,0,C,Online,1810.65,1651.41,126.75,36.21,153.48,505263,0.0,0,0.927,1.0,12,0,0,0,0.0642,New,0.0,0,1,Middle,505263,1000,4,0,Debit Card,2,Social Media,5,631166,67556,651
502408,CUST002408,2021,2021-09-23,2021-11-30,Home,NY,A,11201,47.8,N,Basic,Frame,Shingle,1237,2,24,1,30,0,D,Broker,2292.3,2250.3,160.46,343.84,175.15,420750,0.0,0,1.003,1.0,12,1,0,1,0.062,New,0.0,1,1,Middle,420750,1000,4,0,Debit Card,6,Aggregator,10,620580,59102,618
502409,CUST002409,2021,2021-09-24,2021-09-30,Home,WA,C,99201,27.3,N,Basic,Frame,Tile,2007,2,6,0,55,1,C,Online,1438.98,1546.0,100.73,28.78,136.75,414088,0.0,0,1.039,1.0,12,1,0,0,0.0688,New,0.0,1,1,Middle,414088,1000,3,1,Auto Debit,1,Partner Referral,6,628314,88568,666
502410,CUST002410,2021,2021-11-19,2021-11-30,Home,FL,C,33101,40.86,Y,Standard,Masonry,Metal,1389,2,7,1,33,1,C,Independent,2586.62,2554.01,219.86,310.39,188.4,378722,0.0,0,0.985,1.0,12,0,0,1,0.0406,New,0.0,1,1,Low,378722,1000,3,0,Credit Card,4,Online Search,6,391085,42671,635
502411,CUST002411,2021,2021-01-21,2021-08-31,Condo,WA,A,99201,30.36,Y,Standard,Frame,Shingle,1680,1,37,0,55,1,C,Broker,1740.43,1692.47,121.83,261.06,150.32,434511,0.0,0,0.98,1.0,12,0,0,0,0.0442,New,0.0,0,1,Upper Middle,434511,1000,4,0,Auto Debit,4,Agent Referral,7,447675,99721,626
502412,CUST002412,2021,2021-10-16,2021-10-31,Condo,FL,C,33601,50.77,N,Standard,Masonry,Tile,1533,1,8,1,52,2,D,Direct,2323.92,2527.23,197.53,69.72,176.58,277400,0.0,0,1.05,1.0,12,0,0,1,0.0892,New,0.0,0,1,Middle,277400,1000,4,0,Bank Transfer,7,Aggregator,14,333012,68868,606
502413,CUST002413,2021,2021-12-09,2022-10-31,Home,CA,C,92101,50.93,N,Premium,Frame,Shingle,2553,2,31,1,48,0,D,Direct,7635.9,7552.01,534.51,229.08,415.62,1028760,0.0,0,0.951,1.0,12,0,0,1,0.0833,New,0.0,1,1,Middle,1028760,1000,5,0,Credit Card,2,Email Campaign,6,1047659,70057,615
502414,CUST002414,2021,2021-02-26,2021-10-31,Home,WA,D,98501,21.48,Y,Basic,Mixed,Tile,2249,3,38,0,50,0,C,Independent,2045.45,1815.15,143.18,245.45,164.05,529829,0.0,0,0.912,1.0,12,0,0,1,0.0466,New,0.0,1,1,Upper Middle,529829,1000,4,0,Auto Debit,3,Online Search,8,672743,113877,652
502415,CUST002415,2021,2021-10-19,2022-05-31,Home,WA,B,99201,19.0,N,Basic,Mixed,Metal,1898,1,36,1,46,0,B,Independent,1383.35,1522.87,96.83,166.0,134.25,485744,0.0,0,1.05,1.0,12,0,0,0,0.0658,New,0.0,1,1,Middle,485744,1000,5,0,Auto Debit,3,Aggregator,7,654040,89570,710
502416,CUST002416,2021,2021-08-26,2021-11-30,Home,TX,C,79901,44.23,Y,Premium,Frame,Shingle,1663,3,32,1,50,0,D,Online,1456.51,1407.69,101.96,29.13,137.54,261279,0.0,0,0.972,1.0,12,1,0,0,0.0792,New,0.0,1,1,Low,261279,500,3,0,Credit Card,2,Partner Referral,7,236057,29493,589
502417,CUST002417,2021,2021-04-06,2021-11-30,Home,CA,A,95814,61.45,N,Standard,Frame,Tile,2370,1,31,0,55,0,B,Broker,4649.7,4683.79,325.48,697.45,281.24,871015,0.0,0,1.015,1.0,12,0,1,0,0.0891,New,0.0,1,1,Middle,871015,1000,5,1,Credit Card,3,Agent Referral,5,1048575,72677,702
502418,CUST002418,2021,2021-02-21,2021-07-31,Rental,NY,B,12207,27.2,Y,Standard,Masonry,Tile,1788,1,34,1,42,0,C,Independent,2388.58,2295.51,167.2,286.63,179.49,612876,0.0,0,0.493,0.5,6,0,1,0,0.1093,New,0.0,1,1,Upper Middle,612876,1000,4,0,Auto Debit,0,Online Search,9,650555,105885,665
502419,CUST002419,2021,2021-12-05,2022-09-30,Home,CA,C,95814,55.81,N,Standard,Frame,Shingle,1551,2,22,1,54,1,C,Independent,3479.09,3538.47,243.54,417.49,228.56,555766,0.0,0,1.028,1.0,12,0,0,0,0.0551,New,0.0,1,1,Low,555766,1000,4,0,Credit Card,4,Agent Referral,9,669936,42511,645
502420,CUST002420,2021,2021-01-21,2021-05-31,Condo,TX,B,78701,25.0,Y,Standard,Masonry,Tile,1266,1,15,0,56,0,C,Independent,631.85,642.27,44.23,75.82,100.43,157461,0.0,0,0.999,1.0,12,0,0,0,0.0444,New,0.0,1,1,Low,157461,500,4,0,Debit Card,2,Online Search,7,162296,42098,623
502421,CUST002421,2021,2021-02-09,2021-07-31,Home,CA,B,92101,36.41,Y,Standard,Masonry,Shingle,1624,1,40,1,23,2,D,Broker,4650.67,4549.64,325.55,697.6,281.28,700922,0.0,0,1.019,1.0,12,0,0,1,0.0682,New,0.0,1,1,Middle,700922,1000,4,0,Bank Transfer,10,Agent Referral,5,686893,72386,593
502422,CUST002422,2021,2021-04-10,2021-04-30,Home,TX,A,77001,33.25,N,Standard,Frame,Metal,1383,1,9,1,52,1,D,Independent,791.31,826.71,55.39,94.96,107.61,171404,0.0,0,1.05,1.0,12,0,1,0,0.1006,New,0.0,1,1,Middle,171404,500,4,0,Auto Debit,1,Agent Referral,4,199734,56715,574
502423,CUST002423,2021,2021-08-23,2022-05-31,Condo,FL,C,33301,49.77,N,Basic,Frame,Metal,1563,1,8,0,62,0,C,Broker,1525.47,1484.41,129.66,228.82,140.65,232338,0.0,0,0.991,1.0,12,1,1,0,0.112,New,0.0,0,1,Low,232338,5000,4,0,Auto Debit,0,Aggregator,6,326468,49272,660
502424,CUST002424,2021,2021-09-01,2022-03-31,Home,NY,B,10001,39.51,N,Standard,Frame,Shingle,1761,3,10,0,55,0,A,Broker,2352.87,2418.51,164.7,352.93,177.88,736169,0.0,0,1.0,1.0,12,1,1,0,0.1096,New,0.0,1,1,Upper Middle,736169,1000,4,2,Credit Card,0,Agent Referral,9,886404,140359,763
502425,CUST002425,2021,2021-02-01,2021-10-31,Home,NY,B,14604,24.1,Y,Standard,Mixed,Tile,3313,1,44,0,64,0,A,Direct,3699.98,3465.01,259.0,111.0,238.5,1337437,0.0,0,0.929,1.0,12,0,1,0,0.1322,New,0.0,1,1,High,1337437,2500,5,0,Auto Debit,3,Agent Referral,4,1431890,226614,764
502426,CUST002426,2021,2021-03-02,2021-12-31,Home,WA,C,98101,37.57,N,Standard,Frame,Tile,2521,1,35,0,54,1,C,Independent,2584.21,2533.73,180.89,310.11,188.29,668547,1920.07,1,0.494,0.5,6,0,1,0,0.1098,New,1000.07,1,1,Middle,668547,1000,4,1,Credit Card,2,Online Search,6,775706,61855,675
502427,CUST002427,2021,2021-06-19,2022-02-28,Home,FL,C,32801,54.77,N,Standard,Mixed,Tile,1486,3,39,1,47,0,A,Broker,1833.15,1729.7,155.82,274.97,154.49,289733,0.0,0,0.961,1.0,12,1,0,0,0.0437,New,0.0,1,1,Upper Middle,289733,500,4,1,Debit Card,4,Agent Referral,6,345632,111415,780
502428,CUST002428,2021,2021-10-19,2022-04-30,Condo,CA,B,94105,39.24,N,Standard,Frame,Metal,1460,2,31,1,44,1,D,Independent,3162.07,2873.12,221.35,379.45,214.29,536984,0.0,0,0.935,1.0,12,0,1,1,0.0991,New,0.0,1,1,Low,536984,1000,4,1,Debit Card,6,Social Media,12,593155,44137,585
502429,CUST002429,2021,2021-11-16,2022-08-31,Condo,NY,B,11201,30.85,N,Basic,Masonry,Shingle,1790,1,25,0,56,1,C,Independent,2649.16,2584.29,185.44,317.9,191.21,601160,0.0,0,0.956,1.0,12,0,0,1,0.056,New,0.0,1,1,Middle,601160,1000,3,0,Debit Card,6,Online Search,8,811306,50779,665
502430,CUST002430,2021,2021-08-03,2021-09-30,Home,TX,A,77001,32.08,N,Basic,Masonry,Shingle,2311,1,15,1,40,0,B,Independent,894.27,860.11,62.6,107.31,112.24,224372,8599.99,2,0.946,1.0,12,1,1,0,0.0987,New,6759.99,1,1,Middle,224372,1000,3,2,Auto Debit,1,Agent Referral,11,319291,86989,684
502431,CUST002431,2021,2021-02-01,2021-06-30,Condo,WA,D,98101,24.56,Y,Standard,Masonry,Shingle,1438,2,45,1,47,0,C,Independent,1834.0,1650.48,128.38,220.08,154.53,502699,0.0,0,0.916,1.0,12,0,1,1,0.0962,New,0.0,1,1,Middle,502699,1000,4,0,Auto Debit,3,Aggregator,7,497953,72163,629
502432,CUST002432,2021,2021-01-21,2021-09-30,Home,FL,C,33101,47.91,N,Standard,Frame,Tile,1397,2,1,0,64,1,C,Online,1806.72,1777.56,153.57,36.13,153.3,266530,0.0,0,1.008,1.0,12,0,0,0,0.0986,New,0.0,1,1,Low,266530,2000,4,0,Credit Card,2,Social Media,4,301874,28079,656
502433,CUST002433,2021,2021-12-14,2022-02-28,Home,NY,C,12207,41.24,Y,Basic,Frame,Shingle,1690,2,32,1,26,0,C,Independent,2953.31,2897.37,206.73,354.4,204.9,660085,0.0,0,0.986,1.0,12,0,1,0,0.1021,New,0.0,1,1,Upper Middle,660085,500,5,0,Credit Card,1,Partner Referral,12,824265,95802,620
502434,CUST002434,2021,2021-01-23,2021-04-30,Home,FL,B,33301,49.76,Y,Premium,Frame,Tile,1995,2,15,1,23,0,D,Broker,4414.14,4654.38,375.2,662.12,270.64,537901,104681.76,2,1.05,1.0,12,0,0,0,0.0727,New,101001.76,1,1,Upper Middle,537901,2000,2,1,Auto Debit,1,Agent Referral,10,498676,118992,598
502435,CUST002435,2021,2021-04-13,2021-04-30,Home,TX,D,73301,33.73,N,Basic,Mixed,Tile,2199,2,41,1,46,0,C,Broker,1141.56,1142.83,79.91,171.23,123.37,236665,0.0,0,1.05,1.0,12,0,0,0,0.0411,New,0.0,1,1,Middle,236665,500,3,1,Debit Card,1,Aggregator,9,330664,87003,653
502436,CUST002436,2021,2021-05-13,2021-09-30,Home,CA,C,94105,40.39,Y,Standard,Masonry,Tile,2078,2,16,1,33,0,B,Independent,3877.74,3926.29,271.44,465.33,246.5,903431,0.0,0,0.496,0.5,6,0,1,0,0.1241,New,0.0,1,1,Upper Middle,903431,2000,4,0,Auto Debit,1,Partner Referral,10,893015,117214,716
